name,latitude,longitude,Type of Hospital,Services,Number of Beds
DR+ MEDICAL & PAINCARE UPPER THOMSON,1.28967,103.85007,"public, private","general services, cardiology, gastroenterology, pathology, obstetrics, urology, neurology",1898
DR+ MEDICAL AND PAINCARE FERNVALE,1.3381816,103.8458113,public,general services,7817
DR+ MEDICAL PAINCARE CLINIC,1.2837429,103.8168426,"profit, public","general services, urology, cardiology, pathology, radiology",8562
DRS CHAN & TANG FAMILY CLINIC,1.3537138,103.8906559,private,"general services, radiology",5139
"DRS KOO, KOH & ASSOCIATES P.L.",1.28967,103.85007,private,"general services, cardiology, gastroenterology",4046
DRS LIM & CHAN CLINIC,1.3415355,103.6909282,non-profit,"general services, gastroenterology, obstetrics",6934
DRS LIM & CHAN CLINIC,1.28967,103.85007,"public, private","general services, radiology, obstetrics, neurology, pathology, gastroenterology, cardiology, urology",7092
"DRS OH, LIM, WONG & 
PARTNERS",1.3323546,103.7224647,public,"general services, urology, obstetrics, cardiology, pathology",6152
"DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE",1.28967,103.85007,public,"general services, neurology, gastroenterology, urology, cardiology",737
DRS TANG & PARTNERS PTE. LTD.,1.28967,103.85007,non-profit,"general services, cardiology",8473
DRS. BAIN & PARTNERS,1.2769834,103.8432759,non-profit,"general services, obstetrics, pathology, cardiology, radiology, gastroenterology",4565
DRS. BAIN AND PARTNERS LLP,1.4462194,103.8143512,private,general services,850
DUXTON MEDICAL CLINIC,1.3380429,103.8450477,"public, private","general services, urology, neurology, cardiology, radiology, gastroenterology, obstetrics, pathology",3243
DUXTON MEDICAL CLINIC CANBERRA,1.3140344,103.7625606,non-profit,"general services, urology, neurology, pathology",8057
E MEDICAL CLINIC & SURGERY,1.28967,103.85007,public,general services,1417
E. L. CHIN FAMILY CLINIC & SURGERY PTE. LTD.,1.28967,103.85007,public,"general services, gastroenterology, cardiology",3081
CANBERRA CARE MEDICAL CLINIC,1.28967,103.85007,profit,"general services, obstetrics",7286
E.J. TAN CLINIC & SURGERY,1.28967,103.85007,"profit, private",general services,2216
EARLY MEDICAL CENTRE,1.3399442,103.7421996,public,general services,2445
EAST COAST FAMILY CLINIC,1.3446074,103.7336914,"profit, non-profit","general services, urology",6915
EASTERN CLINIC & SURGERY PTE LTD,1.3335873,103.9149662,non-profit,general services,8702
EASTERN CLINIC AND DENTAL SURGERY,1.3210477,103.9047274,profit,"general services, pathology, neurology, urology, radiology, gastroenterology",6783
EASTERN MEDICAL CENTRE,1.3992677,103.9127981,public,"general services, gastroenterology, pathology",7574
EC FAMILY CLINIC,1.3564943,103.8480659,"profit, public","general services, radiology",6270
EDGEDALE MEDICAL CLINIC,1.3159331,103.8482896,profit,general services,7673
EDGEDALE MEDICAL CLINIC (BISHAN),1.3654865,103.9345566,profit,"general services, obstetrics, radiology",1883
EDGEDALE MEDICAL CLINIC (CAMBRIDGE),1.3708125,103.8435558,non-profit,"general services, urology",6646
EDGEDALE MEDICAL CLINIC (TAMPINES),1.4465419,103.805898,public,general services,2956
EE CLINIC,1.3177318,103.9477691,private,general services,7801
EH MEDICAL,1.3444059,103.7553403,"profit, private","general services, gastroenterology, cardiology, urology, pathology, obstetrics",7385
EH MEDICAL FAMILY CLINIC (BEDOK SOUTH),1.3498597,103.7252886,"non-profit, private","general services, cardiology, pathology, obstetrics",5266
EH MEDICAL FAMILY CLINIC (BUKIT BATOK),1.3096677,103.8842822,"profit, private","general services, cardiology, radiology",6762
EHA CLINIC @ JURONG,1.28967,103.85007,"private, non-profit","general services, gastroenterology, obstetrics, neurology, urology, pathology",3244
EIDDWEN FAMILY MEDICINE CLINIC,1.3757226,103.8792349,private,"general services, urology, neurology, pathology, obstetrics, radiology",6913
EJ FAMILY CLINIC & SURGERY,1.3489258,103.9507634,"profit, private","general services, urology, cardiology, pathology, radiology, obstetrics, neurology, gastroenterology",4408
ELISSA MEDICAL CLINIC,1.4382792,103.7930718,"non-profit, private","general services, pathology, cardiology, gastroenterology, neurology, obstetrics, urology, radiology",1060
EMMANUEL MEDICAL CLINIC,1.28967,103.85007,non-profit,"general services, gastroenterology, cardiology, neurology, obstetrics, radiology",4267
ESSENTIAL FAMILY CLINIC & SURGERY,1.3947743,103.8771028,"non-profit, public","general services, cardiology, radiology, obstetrics, gastroenterology",7335
ETERN MEDICAL CLINIC,1.36667,103.8,profit,"general services, neurology",4862
"ETERN MEDICAL CLINIC 
(FERNVALE PALM)",1.28967,103.85007,private,"general services, neurology, urology, pathology, radiology, obstetrics, cardiology",6566
"ETERN MEDICAL CLINIC 
(PUNGGOL SUMANG LRT)",1.28967,103.85007,"public, private","general services, pathology, urology, neurology, cardiology",6163
"ETERN MEDICAL CLINIC 
(SENGKANG)",1.3779196,103.7444017,"public, profit","general services, neurology, obstetrics, gastroenterology, urology",5647
"CENTRAL 24-HR CLINIC 
(WOODLANDS)",1.377615,103.73932,"public, non-profit",general services,1926
EVERCARE MEDICAL CLINIC,1.28967,103.85007,non-profit,"general services, pathology, radiology, cardiology, urology",2084
EVERCARE MEDICAL CLINIC (475) PTE LTD,1.3751009,103.8821732,public,general services,3333
EVERHEALTH FAMILY CLINIC & SURGERY,1.276993,103.8390688,profit,"general services, cardiology",4580
EVERHEALTH MEDICAL CENTRE,1.3115987,103.8548275,"profit, public","general services, radiology, gastroenterology, pathology, obstetrics, cardiology",2682
EVERTON CLINIC,1.28967,103.85007,public,"general services, gastroenterology, urology",7553
EVERWELL CLINIC & SURGERY,1.28967,103.85007,private,"general services, urology, cardiology",4904
EXCEL FAMILY CLINIC,1.3508668,103.9488903,non-profit,general services,7476
EXCELSIOR CLINIC & SURGERY,1.3175955,103.7693303,"private, non-profit","general services, radiology, pathology, obstetrics",1597
F K LIM FAMILY CLINIC,1.4315956,103.8293707,private,"general services, cardiology, gastroenterology",8055
FAIRCARE FAMILY CLINIC (CLEMENTI),1.3373225,103.921251,"public, private","general services, neurology, cardiology",2001
FAIRCARE FAMILY CLINIC (YISHUN),1.3434392,103.7058663,"profit, non-profit","general services, obstetrics, neurology, pathology, gastroenterology, urology",8979
FAITH CLINIC (BEDOK),1.3468707,103.9564591,"non-profit, private","general services, pathology, obstetrics",5733
FAITH CLINIC (JURONG WEST),1.28967,103.85007,public,"general services, neurology, urology, cardiology, radiology, gastroenterology, pathology",6569
FAITH CLINIC (SIMEI),1.28967,103.85007,"profit, public","general services, gastroenterology, pathology, neurology, radiology",6356
FAITH CLINIC (TOA PAYOH),1.3062798,103.9152737,"profit, non-profit","general services, gastroenterology",5914
FAITH CLINIC (YISHUN),1.28967,103.85007,"private, non-profit","general services, cardiology, radiology",3256
FAITH FAMILY CLINIC,1.28967,103.85007,public,"general services, cardiology, radiology, obstetrics, pathology, urology, gastroenterology, neurology",3307
"FAITH HEALTHCARE 
(RIVERVALE)",1.3606608,103.9578299,non-profit,"general services, urology, neurology, pathology",7676
FAITH HEALTHCARE (TAMPINES),1.28967,103.85007,"public, profit",general services,7721
FAITH MEDICAL CLINIC & SURGERY,1.43333,103.83111,"profit, non-profit","general services, obstetrics, radiology, cardiology",3810
"FAJAR FAMILY CLINIC & 
SURGERY",1.3632389,103.7466279,private,general services,8682
FAMFIRST MEDICAL CLINIC PTE LTD,1.3679325,103.8970415,public,"general services, pathology, radiology, obstetrics, neurology, gastroenterology, cardiology, urology",1677
FAMILY CARE CLINIC PTE LTD,1.3377341,103.7202944,private,"general services, gastroenterology, radiology",4004
FAMILY CARE MEDICAL CENTRE PTE LTD,1.28967,103.85007,profit,"general services, neurology, obstetrics, pathology, gastroenterology, radiology, cardiology, urology",2605
FAMILY DOCTORS AT 365,1.3204866,103.8860381,public,"general services, pathology, radiology, gastroenterology, cardiology, neurology, obstetrics",8670
FAMILY HEALTH CLINIC & SURGERY,1.3668277,103.8398635,"non-profit, public","general services, urology, obstetrics, cardiology, pathology, neurology, gastroenterology, radiology",5251
CHUAH CLINIC & SURGERY PTE LTD,1.3696887,103.8736911,profit,"general services, radiology, gastroenterology, neurology, pathology, urology",5441
FAMILY HEALTH MEDICAL CENTRE,1.3679325,103.8970415,"private, public","general services, gastroenterology, neurology, radiology, pathology, cardiology, urology, obstetrics",8375
FAMILY HEALTHCARE CLINIC & SURGERY,1.3723624,103.8478916,"private, non-profit",general services,8905
FAMILY HEALTHCARE CLINIC & SURGERY PTE LTD,1.3059193,103.9136952,"non-profit, profit","general services, radiology",8059
FAMILY MEDICARE CLINIC & SURGERY,1.28967,103.85007,"non-profit, profit","general services, pathology, cardiology",1030
FAMILY MEDICINE CLINIC,1.3345284,103.7201308,"profit, private","general services, urology, obstetrics, cardiology, neurology, gastroenterology, radiology",8857
FAMILY MEDICINE CLINIC CHINATOWN,1.28967,103.85007,private,"general services, radiology, cardiology, pathology, gastroenterology, obstetrics, urology, neurology",1092
"FAMILY POINT CLINIC & 
SURGERY",1.28967,103.85007,"non-profit, profit","general services, pathology, gastroenterology, neurology, obstetrics, cardiology, urology",4132
FAMILYCARE CLINIC & SURGERY,1.28967,103.85007,"non-profit, private","general services, cardiology",6143
FAMILYGP MEDICAL CLINIC,1.3892665,103.8734098,public,"general services, cardiology",472
FEMA CLINIC & SURGERY,1.3436214,103.7372137,"public, non-profit","general services, pathology, neurology",3584
FERNVALE FAMILY CLINIC,1.3486425,103.7577018,"profit, public","general services, cardiology, radiology, obstetrics, pathology",5225
FINEST HEALTH MEDICAL CENTRE,1.28967,103.85007,private,"general services, obstetrics, gastroenterology, pathology, urology, radiology",1809
FIRST CARE FAMILY CLINIC & SURGERY,1.4336023,103.775886,non-profit,general services,919
FIRST LIGHT FAMILY CLINIC & SURGERY,1.2922046,103.8028706,"non-profit, profit","general services, cardiology, obstetrics, neurology, radiology, gastroenterology, urology",3184
FIRST MEDICAL CENTRE PTE LTD,1.2733166,103.8089804,profit,"general services, neurology, urology, obstetrics, gastroenterology, pathology, cardiology",6975
"FIRST MEDICAL CLINIC & 
SURGERY",1.3339554,103.8881781,private,"general services, urology, cardiology",7254
FONG CLINIC,1.28967,103.85007,"non-profit, profit","general services, pathology, obstetrics, radiology, gastroenterology, cardiology, neurology, urology",3786
FRASER MEDICAL CENTRE,1.3140774,103.8871011,private,"general services, pathology, radiology",2235
FRONTIER FAMILY MEDICINE CLINIC,1.3556137,103.7392351,profit,"general services, urology, radiology, gastroenterology",7908
FRONTIER FAMILY MEDICINE CLINIC,1.4406269,103.8062039,non-profit,"general services, neurology, cardiology, pathology, gastroenterology, urology, obstetrics, radiology",6213
FRONTIER MEDICAL,1.3625972,103.9378943,public,general services,3178
"FRONTIER MEDICAL 
ASSOCIATES",1.4487455,103.8324847,"non-profit, private","general services, obstetrics, pathology, cardiology, gastroenterology, radiology, neurology, urology",3668
"FRONTIER MEDICAL 
ASSOCIATES",1.3449138,103.7033769,profit,"general services, radiology, cardiology, obstetrics, gastroenterology, urology, pathology",4857
CROSSROADS FAMILY CLINIC,1.4248212,103.8350704,"profit, public","general services, radiology, neurology, pathology, gastroenterology, urology, obstetrics",3783
"FRONTIER MEDICAL 
ASSOCIATES",1.4397155,103.7859956,profit,"general services, urology, gastroenterology, cardiology, radiology",7423
"FRONTIER MEDICAL 
ASSOCIATES",1.3529769,103.7437581,"profit, non-profit","general services, gastroenterology, cardiology, obstetrics, pathology",2636
"FRONTIER MEDICAL 
ASSOCIATES",1.3296994,103.9015932,non-profit,"general services, cardiology, neurology, urology",4432
"FRONTIER MEDICAL 
ASSOCIATES",1.3737366,103.8376671,non-profit,"general services, pathology, neurology, gastroenterology, cardiology, radiology, urology",3102
"FRONTIER MEDICAL 
ASSOCIATES",1.3809089,103.8792312,"public, private","general services, pathology, obstetrics, radiology, gastroenterology, neurology, cardiology, urology",5135
"FRONTIER MEDICAL 
ASSOCIATES",1.3291889,103.9373558,non-profit,general services,8082
"FRONTIER MEDICAL 
ASSOCIATES",1.273047,103.8448993,profit,"general services, neurology, cardiology, gastroenterology, radiology, urology, obstetrics, pathology",2791
"FRONTIER MEDICAL 
ASSOCIATES",1.3781546,103.8726157,private,general services,3094
FRONTIER PEOPLE'S CLINIC,1.28967,103.85007,"profit, public","general services, pathology, urology",1331
FULLERTON HEALTH @ 78 SHENTON WAY,1.4539568,103.7925443,"profit, public","general services, pathology, urology",3878
FULLERTON HEALTH @ AMS,1.431993,103.7673775,private,"general services, neurology, cardiology, urology, obstetrics, radiology, pathology",2458
FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES,1.28967,103.85007,"non-profit, private",general services,5741
"FULLERTON HEALTH @ 
MICRON FAB10N",1.28967,103.85007,"profit, private","general services, urology, pathology, neurology, obstetrics, radiology, gastroenterology",2598
"FULLERTON HEALTH @ 
MICRON FAB10W",1.28967,103.85007,"profit, non-profit","general services, radiology, pathology, urology, cardiology, obstetrics, gastroenterology, neurology",4131
"FULLERTON HEALTH @ 
MICRON MSB",1.2747835,103.7908516,private,"general services, urology, cardiology",837
FULLERTON HEALTH @ NTU,1.422888,103.8523081,"private, non-profit","general services, radiology, obstetrics, urology, pathology",6856
FULLERTON HEALTH @ OFC,1.3150828,103.6907922,profit,"general services, cardiology, radiology, neurology, urology, pathology, obstetrics, gastroenterology",1164
FULLERTON HEALTH @ PASIR PANJANG,1.28967,103.85007,"non-profit, public","general services, obstetrics, radiology, neurology",5497
FULLERTON HEALTH @ STATS CHIPPAC,1.28967,103.85007,non-profit,general services,275
"FULLERTON HEALTH @ 
TRACTORS",1.28967,103.85007,"private, non-profit","general services, radiology, pathology",370
FULLERTON HEALTH @ UBS,1.28967,103.85007,public,"general services, pathology, radiology, obstetrics, neurology",1405
FULLERTON HEALTH @ USG 1,1.3394964,103.705254,"profit, public","general services, gastroenterology",1491
DR GARY'S FAMILY CLINIC,1.28967,103.85007,profit,"general services, neurology",2405
FULLERTON HEALTH HUB @ HOUGANG GREEN,1.28967,103.85007,non-profit,"general services, obstetrics, radiology, gastroenterology, urology, pathology, cardiology",6190
FULLERTON HEALTHCARE @ DRS TRYTHALL HOY DAVIES,1.28967,103.85007,private,"general services, cardiology, urology, pathology, radiology, gastroenterology",4571
FULLERTON HEALTHCARE @ MBFC,1.28967,103.85007,public,"general services, neurology",2969
FULLERTON HEALTHCARE @ OFS,1.28967,103.85007,"public, private","general services, radiology, gastroenterology",4872
FULLERTON HEALTHCARE SCREENING CENTRE,1.4181729,103.8428787,"non-profit, public","general services, pathology, radiology, obstetrics, neurology",7230
FULLERTON HEALTHCARE SCREENING CENTRE @ NOVENA,1.3802356,103.8412851,private,"general services, gastroenterology, radiology, urology, cardiology, pathology, obstetrics",4929
FUSION MEDICAL,1.28967,103.85007,"private, profit",general services,2976
G & H MEDICAL CLINIC PTE LTD,1.3537124,103.8677983,"public, private","general services, cardiology, obstetrics, pathology, neurology",230
G S CLINIC & SURGERY,1.3434626,103.8585985,"profit, public",general services,6665
"GAINHEALTH CLINIC & 
HOMECARE (CITY GATE)",1.4434205,103.7778747,"non-profit, public","general services, pathology, radiology",80
GARDEN CLINIC,1.28967,103.85007,profit,"general services, neurology, gastroenterology, urology, obstetrics, cardiology",8461
GETHIN -JONES MEDICAL PRACTICE PTE LTD,1.4248212,103.8350704,"public, private","general services, cardiology, neurology, urology, obstetrics, radiology",2632
GOCLINIC MARSILING,1.3587456,103.8849117,profit,"general services, gastroenterology, radiology, obstetrics, pathology, cardiology",8837
GOCLINIC SERANGOON,1.3590292,103.9551487,"non-profit, profit","general services, neurology, cardiology, radiology, obstetrics, urology",8972
GOCLINIC YISHUN,1.3475386,103.8495469,public,"general services, obstetrics, neurology",5927
GOH CLINIC & SURGERY,1.3074198,103.9038875,private,"general services, urology, obstetrics, cardiology, radiology",145
"GOOD MEDICAL CLINIC 
(TAMPINES EAST)",1.28967,103.85007,non-profit,"general services, pathology, neurology, cardiology, radiology",5414
GOODHEALTH MEDICAL & SURGERY,1.28967,103.85007,private,"general services, neurology",3270
GP@JOO CHIAT CLINIC,1.3454725,103.9455726,private,"general services, gastroenterology, pathology, neurology, radiology, cardiology, urology",1083
GREAT HEALTH MEDICAL CLINIC,1.28967,103.85007,private,"general services, obstetrics, gastroenterology, radiology, urology",8689
GREEN CROSS MEDICAL CENTRE,1.3415355,103.6909282,private,"general services, cardiology, neurology, urology",2278
GREENHEALTH FAMILY CLINIC,1.28967,103.85007,"private, non-profit","general services, obstetrics, neurology",3417
GREENLIFE CLINIC & SURGERY,1.39444,103.75389,non-profit,general services,4926
"DRS OH, LIM, WONG & 
PARTNERS",1.416699,103.8314798,"private, non-profit","general services, cardiology, gastroenterology, neurology, pathology, urology, obstetrics",5231
"DRS SINGH & PARTNERS, RAFFLES CITY MEDICAL CENTRE",1.28967,103.85007,private,"general services, pathology, gastroenterology, urology",6408
GREENLIFE CLINIC & SURGERY,1.3634306,103.9617562,profit,general services,3244
GREENLINK MEDICAL CLINIC,1.3797424,103.7487577,public,"general services, urology, neurology, cardiology, obstetrics",4033
GSH CLINIC & SURGERY PTE. LTD.,1.2887251,103.8288455,"profit, non-profit",general services,7029
"HAMID FAMILY CLINIC & 
SURGERY",1.28967,103.85007,profit,"general services, urology, radiology, obstetrics, cardiology, pathology, gastroenterology",2358
HARMONY FAMILY CLINIC,1.28967,103.85007,non-profit,"general services, cardiology, urology, gastroenterology",4318
HAVELOCK FAMILY CLINIC,1.28967,103.85007,"non-profit, profit","general services, pathology, urology, cardiology, obstetrics",1034
HEAL MEDICAL CENTRE,1.28967,103.85007,profit,"general services, urology, pathology, neurology, obstetrics, cardiology, radiology",1950
HEALTH FIRST FAMILY CLINIC,1.28967,103.85007,public,"general services, radiology, urology",6561
HEALTH PARTNERS FAMILY CLINIC,1.2738833,103.8253393,private,"general services, urology, pathology, neurology, obstetrics",7149
HEALTH PARTNERS MEDICAL CLINIC,1.403964,103.9095319,"private, profit","general services, urology, gastroenterology, neurology, cardiology, obstetrics",142
HEALTH PARTNERS MEDICAL CLINIC (SIGLAP),1.28967,103.85007,"non-profit, profit","general services, gastroenterology, obstetrics, pathology, neurology",1110
"HEALTH PARTNERSHIP 
MEDICAL CENTRE",1.3593589,103.8291844,public,"general services, cardiology, urology, radiology",2321
HEALTHBRIDGE FAMILY CLINIC,1.3587358,103.8867771,"profit, non-profit","general services, cardiology, obstetrics, pathology, neurology, gastroenterology, urology",8551
HEALTHCARE AMK MEDICAL CLINIC,1.3596374,103.7676376,public,"general services, obstetrics, pathology, cardiology, gastroenterology, neurology, radiology",5274
HEALTHCARE FAMILY CLINIC & SURGERY,1.271995,103.824213,profit,"general services, pathology, gastroenterology, cardiology, neurology, urology",7173
HEALTHCARE MEDICAL @ KOVAN,1.28967,103.85007,public,"general services, gastroenterology, urology, cardiology",4206
HEALTHCARE MEDICAL @ RAILMALL,1.3441015,103.7463929,"non-profit, profit","general services, cardiology, gastroenterology, radiology",6579
HEALTHCARE UNITED,1.3985854,103.7452073,"public, profit",general services,842
HEALTHIER GP CLINIC,1.3337309,103.8799367,private,"general services, radiology, pathology",859
HEALTHIFY MEDICAL FAMILY CLINIC,1.3498597,103.7252886,"public, profit","general services, cardiology, radiology",2370
HEALTHLIFE FAMILY CLINIC,1.28967,103.85007,"public, private","general services, obstetrics, pathology, gastroenterology, radiology",3174
"HEALTHLIGHT FAMILY 
MEDICINE CLINIC",1.3949757,103.8960696,"profit, non-profit","general services, radiology",6262
HEALTHLINK MEDICAL CLINIC & SURGERY,1.3416979,103.6971606,non-profit,"general services, gastroenterology, neurology",7395
EHA CLINIC @ JURONG,1.3995317,103.9160233,"private, non-profit","general services, pathology, cardiology, radiology, neurology",1268
HEALTHMARK CLINIC (PASIR RIS),1.28967,103.85007,"profit, non-profit","general services, urology, radiology, pathology",8682
HEALTHMARK FAMILY CLINIC (COMPASSVALE),1.28967,103.85007,public,general services,3188
HEALTHMARK FAMILY CLINIC (PIONEER MALL),1.3845519,103.765812,profit,general services,5659
HEALTHMARK FAMILY CLINIC (PUNGGOL),1.3331379,103.9156241,public,"general services, pathology, obstetrics, cardiology, neurology, gastroenterology, urology, radiology",1319
HEALTHMARK FAMILY CLINIC (SIMS),1.2733166,103.8089804,"private, non-profit","general services, cardiology",6168
HEALTHMATTERS - THE FAMILY PRACTICE,1.2927397,103.8080356,private,general services,5027
HEALTHMED FAMILY CLINIC (BUKIT PANJANG),1.3476998,103.9360246,non-profit,"general services, radiology, pathology, obstetrics, neurology, urology, gastroenterology",4206
HEALTHPLUS CLINIC & SURGERY,1.334204,103.870984,public,general services,8915
HEALTHPLUS FAMILY CLINIC & SURGERY,1.28967,103.85007,"public, non-profit","general services, cardiology, radiology, urology, pathology, gastroenterology, neurology",3007
HEALTHPOINT FAMILY CLINIC & SURGERY PTE LTD,1.28967,103.85007,profit,"general services, pathology, neurology, radiology, gastroenterology, cardiology",1430
"HEALTHPRO CLINIC AND 
SURGERY",1.3559287,103.9452005,private,general services,8877
HEALTHSPRINGS MEDICAL & LASER CLINIC,1.3273451,103.9337867,profit,general services,5910
HEALTHSPRINGS MEDICAL CLINIC,1.28967,103.85007,non-profit,"general services, obstetrics, urology, radiology, gastroenterology",8398
HEALTHVEER MEDICAL CLINIC (JURONG EAST),1.4324961,103.7923565,"private, public","general services, cardiology",7192
HEALTHWAY MEDICAL,1.3942793,103.9129336,"non-profit, private","general services, obstetrics, cardiology, radiology, neurology, pathology, gastroenterology, urology",1365
HEALTHWAY MEDICAL,1.4530155,103.8168459,public,"general services, cardiology, gastroenterology, urology",7575
HEALTHWAY MEDICAL,1.293222,103.8592872,"profit, public","general services, pathology",5218
HEALTHWAY MEDICAL,1.28967,103.85007,private,"general services, pathology, urology",87
HEALTHWAY MEDICAL,1.28967,103.85007,public,"general services, cardiology, urology, neurology, gastroenterology",5556
HEALTHWAY MEDICAL,1.3468707,103.9564591,non-profit,"general services, radiology, pathology",6962
HEALTHWAY MEDICAL,1.3725735,103.8937879,private,"general services, urology, obstetrics",3129
HEALTHWAY MEDICAL,1.28967,103.85007,profit,"general services, radiology, obstetrics, cardiology, pathology, gastroenterology, neurology",5704
HEALTHWAY MEDICAL,1.4305988,103.8272182,non-profit,"general services, gastroenterology, radiology",2522
FAITH CLINIC (SIMEI),1.4288283,103.8500035,"private, profit","general services, obstetrics, neurology",1497
HEALTHWAY MEDICAL,1.353049,103.889691,"non-profit, profit","general services, radiology, obstetrics, cardiology",146
HEALTHWAY MEDICAL,1.3146366,103.7715939,private,"general services, radiology, neurology, urology",4038
HEALTHWAY MEDICAL,1.3190441,103.860798,"public, profit","general services, radiology, neurology, cardiology, gastroenterology, obstetrics",8778
HEALTHWAY MEDICAL,1.3835401,103.8970773,public,"general services, urology, radiology",2202
HEALTHWAY MEDICAL,1.28967,103.85007,private,"general services, neurology, pathology",3068
HEALTHWAY MEDICAL,1.28967,103.85007,non-profit,"general services, neurology",1552
HEALTHWAY MEDICAL,1.377615,103.73932,"public, private","general services, gastroenterology, pathology, neurology, obstetrics, cardiology",7134
HEALTHWAY MEDICAL,1.302948,103.763777,"private, public","general services, urology, neurology, radiology, obstetrics, pathology, gastroenterology",4536
HEALTHWAY MEDICAL,1.3236788,103.9108762,"profit, non-profit","general services, pathology, gastroenterology, radiology, obstetrics, cardiology, urology",1756
HEALTHWAY MEDICAL,1.3337519,103.8478348,profit,"general services, pathology, cardiology, radiology, gastroenterology, urology, obstetrics",8788
HEALTHWAY MEDICAL,1.28967,103.85007,profit,"general services, obstetrics, gastroenterology, cardiology, radiology, urology, pathology, neurology",4948
HEALTHWAY MEDICAL,1.3537138,103.8906559,profit,"general services, gastroenterology",4470
HEALTHWAY MEDICAL,1.422888,103.8523081,private,general services,6568
HEALTHWAY MEDICAL,1.3212993,103.8864608,private,"general services, neurology, pathology, urology, radiology, gastroenterology",430
HEALTHWAY MEDICAL,1.3586385,103.9377437,"non-profit, public","general services, neurology, obstetrics",278
HEALTHWAY MEDICAL,1.28722,103.80833,profit,general services,3664
HEALTHWAY MEDICAL,1.3700803,103.8495228,"profit, non-profit","general services, obstetrics, cardiology, pathology, neurology, radiology, urology",3026
HEALTHWAY MEDICAL,1.2770527,103.8484578,non-profit,general services,4983
HEALTHWAY MEDICAL,1.3501915,103.7390936,"non-profit, profit","general services, pathology, neurology",2974
HEALTHWAY MEDICAL,1.28967,103.85007,"public, non-profit","general services, pathology, urology, gastroenterology",8905
HEALTHWAY MEDICAL,1.28967,103.85007,private,"general services, cardiology, radiology, pathology",1130
HEALTHWAY MEDICAL,1.3296994,103.9015932,profit,"general services, pathology, urology, radiology, neurology, gastroenterology, obstetrics, cardiology",6003
HEALTHWAY MEDICAL,1.31944,103.85611,"profit, public","general services, radiology, cardiology, obstetrics, gastroenterology, neurology",2485
HEALTHWAY MEDICAL,1.3461569,103.944584,public,"general services, pathology, radiology, urology",7487
HEALTHWAY MEDICAL,1.4336023,103.775886,"non-profit, private","general services, radiology, gastroenterology, urology, obstetrics, cardiology",2309
HEALTHWAY MEDICAL,1.3624419,103.8510462,profit,"general services, obstetrics, urology, radiology, cardiology, neurology",5738
HEALTHWAY MEDICAL,1.3723624,103.8478916,"private, public","general services, gastroenterology, urology, radiology, neurology, pathology",4890
HEALTHWAY MEDICAL,1.3237214,103.9409016,"public, profit","general services, cardiology, obstetrics, gastroenterology, pathology",3087
"FIRST MEDICAL CLINIC & 
SURGERY",1.2857711,103.8266235,"non-profit, public","general services, obstetrics, urology, gastroenterology, neurology",6428
HEALTHWAY MEDICAL,1.3477226,103.7444185,"public, profit",general services,1119
HEALTHWAY MEDICAL,1.3059193,103.9136952,"private, non-profit","general services, urology, pathology, neurology, obstetrics",8242
HEALTHWAY MEDICAL,1.4248212,103.8350704,non-profit,"general services, obstetrics, gastroenterology",1285
HEALTHWAY MEDICAL,1.3043771,103.7636162,"private, public","general services, radiology, obstetrics, gastroenterology, neurology, pathology",8638
HEALTHWAY MEDICAL,1.3090692,103.8611579,public,"general services, pathology, gastroenterology, radiology, obstetrics, urology",8393
HEALTHWAY MEDICAL,1.3523302,103.9534923,profit,"general services, pathology, obstetrics, gastroenterology, urology",8976
HEALTHWAY MEDICAL,1.3413212,103.7067853,non-profit,"general services, urology, radiology, pathology, cardiology, gastroenterology",1855
HEALTHWAY MEDICAL,1.3413875,103.6915386,private,"general services, cardiology, pathology",8045
HEALTHWAY MEDICAL,1.4495438,103.8186834,private,"general services, pathology, urology",4907
HEALTHWAY MEDICAL,1.381109,103.7448832,"non-profit, profit","general services, urology",4546
HEALTHWAY MEDICAL,1.3317216,103.9300043,public,"general services, cardiology, gastroenterology",2366
HEALTHWAY MEDICAL CLINIC,1.28967,103.85007,"profit, public",general services,2024
HEALTHWERKZ MEDICAL CENTRE,1.3077946,103.8847861,non-profit,"general services, radiology, neurology, cardiology, obstetrics, pathology",77
HEALTHWERKZ MEDICAL CENTRE (CCK),1.4318961,103.8457964,"private, non-profit","general services, radiology",6784
HEALTHWERKZ MEDICAL CENTRE @ BEDOK,1.323225,103.855695,public,"general services, urology, cardiology, pathology, gastroenterology, obstetrics",879
HEALTHWERKZ MEDICAL CENTRE @ CENTRIUM,1.286869,103.8181291,"private, profit","general services, cardiology, radiology, gastroenterology, obstetrics",6711
HEALTHWISE MEDICAL CLINIC & SURGERY,1.28967,103.85007,public,"general services, gastroenterology",8356
HEARTLAND FAMILY CLINIC,1.3237214,103.9409016,"non-profit, public",general services,5708
HEARTLANDHEALTH,1.3205587,103.9347959,"private, non-profit","general services, radiology, cardiology, gastroenterology, obstetrics",441
HEARTLANDHEALTH,1.3566578,103.9334812,"public, non-profit","general services, obstetrics, urology, neurology",3451
HEARTLANDHEALTH,1.2739691,103.808816,"public, profit","general services, pathology, radiology, neurology, cardiology, urology",3044
HEARTLANDHEALTH,1.3477348,103.7429478,public,general services,824
